vrt_nws	1	De stad Gent heeft zowat 500 plekken voor kinderen die hun Free-Timekamp in het water zien vallen	https://vrtnws.be/p.PqXPJMX5V	
vrt_nws	2	Oud-premier Ahmet Davutoglu trekt zich terug uit politiek door "vervuild klimaat" in Turkije	https://vrtnws.be/p.ewPBQoK8j	premie|no_be
vrt_nws	1	Spaanse regering heft nationale noodtoestand op, 84.000 mensen in Frankrijk mogen weer naar huis	https://vrtnws.be/p.XEXm6X7Lj	
vrt_nws	1	Cyanide in tomaten: 15 dode olifanten in Kenia waarschijnlijk door boeren vergiftigd	https://vrtnws.be/p.DYXKaR5eD	
vrt_nws	1	Code rood voor droogte "niet aan de orde" in Vlaanderen, brandgevaar blijft groot in Wallonië	https://vrtnws.be/p.93mAeKXmx	
vrt_nws	1	Eerste 'beiaardbank' in Mechelen: "Op ideale plek om klanken bewust te beleven"	https://vrtnws.be/p.E1XkVGEnL	
vrt_nws	2	Speelgoot voor kinderen in Abdijpark in Geraardsbergen tijdelijk dicht door blauwalg	https://vrtnws.be/p.8eXRQkGeo	verbod|no_be
vrt_nws	1	"Israël zal internationale troepen toelaten in deel van Gaza dat niet onder Israëlische controle staat"	https://vrtnws.be/p.11O9OWQ7W	
vrt_nws	1	Levende haan in dichtgeplakte doos gevonden bij 35 graden in groendomein De Averegten in Hallaar	https://vrtnws.be/p.OvX0OaqQB	
vrt_nws	0	Zwart goud en een rode lijn: waarom Saudi-Arabië zich nu toch mengt in oorlog in Midden-Oosten	https://vrtnws.be/p.DYXKJEadD	foreign
vrt_nws	2	Autosleutel ligt binnen, wagen toch gestolen: zo bescherm je jouw auto tegen truc met sleutelsignaal	https://vrtnws.be/p.NvXlJKWdl	mobiliteit|no_be
vrt_nws	2	Natuurhulpcentrum Oudsbergen wordt 50: van vogelasiel in tuinhuisje tot Europese topper	https://vrtnws.be/p.qEvm09k9X	asiel|no_be
vrt_nws	1	Kunstenfestival Àmare opent 4e editie in historisch Sint-Janshospitaal in Damme: "Hoogtepunt is culinaire wandeling lang	https://vrtnws.be/p.7n5QnJMPO	
vrt_nws	1	Tot 14 jaar cel voor hoofdbeklaagden in groot drugsdossier Costa, in totaal voor bijna 250 jaar aan celstraffen uitgespr	https://vrtnws.be/p.3BxnnYMPD	
vrt_nws	0	Isabelle A heeft borstkanker en annuleert optredens: "Ze neemt de nodige tijd en ruimte om te herstellen"	https://vrtnws.be/p.QAXNA6Ev4	noise
vrt_nws	1	Afvalhoop vat vuur bij recyclagebedrijf in Gentse haven: brandweer probeert uitbreiding te voorkomen	https://vrtnws.be/p.oL1wLa9Qa	
vrt_nws	1	Anthony Fauci beroept zich op zwijgrecht bij hoorzitting over aanpak coronapandemie in VS	https://vrtnws.be/p.5wjeVwx5w	
vrt_nws	1	MIVB test slim obstakeldetectiesysteem op Brusselse trams: "Een extra paar ogen voor de bestuurder"	https://vrtnws.be/p.dLy9LPeEV	
vrt_nws	1	Vier onthoofd, 1 met plastic zak rond kop: Canadese ganzen moedwillig gedood en in Albertkanaal gegooid	https://vrtnws.be/p.3BxnY06DP	
vrt_nws	2	"Polen was niet doelwit", zegt premier na inslag van waarschijnlijk Russische raket	https://vrtnws.be/p.DYVn5MYMy	premie|no_be
vrt_nws	1	"Mijlpaal": Europa zoekt bouwers voor 7 enorme AI-computerfabrieken	https://vrtnws.be/p.11vwAoexe	
vrt_nws	1	Ruimtevaartuig dat NASA-satelliet moet redden, zit nu zelf in problemen	https://vrtnws.be/p.ZWyOPKynE	
vrt_nws	1	Minister De Ridder geeft begin september tekst en uitleg in parlement over dading met regionale luchthavens	https://vrtnws.be/p.XE6on3koM	
vrt_nws	1	"Onzekerheid is weg en papa heeft een prachtig leven gehad": dochter van teruggevonden vermiste wandelaar uit Mortsel re	https://vrtnws.be/p.GvXNd411n	
vrt_nws	6	Sint-Truiden sluit opnieuw dagwinkels, deze keer wegens negeren sluitingsdag	https://vrtnws.be/p.APXkP9bAw	afschaffen
vrt_nws	6	"Vertrek niet op zaterdag en bereid je voor op bosbranden": tips voor zwart weekend op Europese wegen	https://vrtnws.be/p.RayMl0a9a	mobiliteit
vrt_nws	1	Inbrekers plunderen juwelier in Westland Shopping Center in Anderlecht en steken auto in brand	https://vrtnws.be/p.dLy9LkwAY	
vrt_nws	2	Raket slaat in op grondgebied Polen, met krater van 10 meter breed tot gevolg: dit weten we al	https://vrtnws.be/p.ZWyOPa3ME	premie|no_be
vrt_nws	1	Burgemeester Bilzen-Hoeselt waarschuwt na vuurtje stook bij bossen: "Het is kurkdroog, doe dat absoluut niet"	https://vrtnws.be/p.dLy9lR3xj	
vrt_nws	1	Ook Mathieu Terryn trapte erin: FOD Economie waarschuwt voor nep-airco's op sociale media	https://vrtnws.be/p.43Nemo0O6	
vrt_nws	1	Verhalen uit Bunsbeek tijdens WO I: oorlogsverleden van dorp voortaan te ontdekken via QR-codes	https://vrtnws.be/p.JNGaVpR6e	
vrt_nws	1	"Ik ben racist en deed het met opzet": powerlifter uit België ziet kans op wereldtitel verdampen door wrede sabotage	https://vrtnws.be/p.xZW6wdR8e	
vrt_nws	1	Handelaars Herentals klagen over vroege afsluiting centrum voor Herentals Fietst en Feest: "Frustrerend"	https://vrtnws.be/p.NvXllNNVX	
vrt_nws	1	Beveren-Kruibeke-Zwijndrecht vindt restauratie West-Hinder 1 te duur: "Verhuis naar Antwerpen lijkt logische oplossing"	https://vrtnws.be/p.E1XkkK5mE	
vrt_nws	1	Amerikaanse leger voert nieuwe aanvallen uit op Iraanse militaire doelwitten: al 3 doden en 2 gewonden gemeld	https://vrtnws.be/p.oLbPMxPbO	
vrt_nws	1	Bilzen-Hoeselt koopt 3 industriële airco's voor woonzorgcentrum Demerhof: "Kostprijs verrekenen we niet door"	https://vrtnws.be/p.6KV8dZAod	
vrt_nws	1	Metrostation Beurs in Brussel afgesloten na steekpartij: 2 gewonden	https://vrtnws.be/p.NvXl7qoll	
vrt_nws	1	Grote uitstroom uit Brussel houdt aan: 37.000 inwoners keren hoofdstad de rug toe	https://vrtnws.be/p.93XBBN8XZ	
